id,sum_pos,sum_neg,min_neg,max_pos,num_comments,has_images,has_code_snippets,merged
RackHD-on-taskgraph-365,0,-1,-1,0,1,False,False,True
qualiture-ui5-validator-8,0,-1,-1,0,1,True,False,True
qgis-QGIS-2644,1,-1,-1,1,1,False,False,True
cvmfs-cvmfs-1363,2,-1,-1,2,1,True,False,True
ssbc-ssb-graphviz-1,1,-2,-2,1,1,True,False,True
WordPress-gutenberg-11005,3,-1,-1,3,1,False,True,False
GoogleCloudPlatform-kubernetes-4959,1,-3,-3,1,1,True,False,True
capitalone-Hygieia-772,2,0,0,2,1,False,False,True
lastpass-lastpass-cli-203,2,0,0,2,1,True,False,False
couchbase-sync_gateway-3152,1,-1,-1,1,1,False,False,False
simplybusiness-snowplow_ruby_duid-1,1,-2,-2,1,1,False,False,True
strongbox-strongbox-612,1,-1,-1,1,1,False,False,True
Team488-SeriouslyCommonLib-85,1,-1,-1,1,1,False,False,True
mozilla-telemetry-batch-view-249,2,0,0,2,1,True,False,True
bokeh-bokeh-1866,2,-1,-1,2,1,True,False,False
mochi-vor-6,1,0,0,1,1,False,False,True
zephyrproject-rtos-zephyr-8004,0,-1,-1,0,1,True,False,True
tensorflow-tensorflow-17503,0,-1,-1,0,1,False,False,True
decred-dcrwallet-499,2,-1,-1,2,1,False,False,True
simongog-sdsl-lite-246,1,0,0,1,1,False,False,True
syndesisio-syndesis-3007,1,0,0,1,1,True,False,True
AtomicGameEngine-AtomicGameEngine-80,1,0,0,1,1,False,False,False
nest-nest-simulator-524,2,-3,-3,2,1,True,False,True
projectkudu-kudu-2021,0,-1,-1,0,1,False,False,True
heptio-ark-217,0,-1,-1,0,1,False,False,True
Microsoft-vscode-54244,2,0,0,2,1,False,False,True
lessonly-lessonly.github.io-73,2,-1,-1,2,1,True,True,True
noflo-grunt-noflo-browser-13,0,-1,-1,0,1,False,False,True
dashingdon-github-slideshow-3,1,0,0,1,1,False,True,True
Microsoft-vscode-29393,2,-1,-1,2,1,False,True,True
typhoeus-typhoeus-428,1,-2,-2,1,1,False,False,True
filerjs-filer-477,4,0,0,4,1,False,False,False
angular-webdriver-manager-161,1,0,0,1,1,False,False,True
jgrapht-jgrapht-149,1,0,0,1,1,False,False,True
GoogleCloudPlatform-google-cloud-gemserver-24,1,-1,-1,1,1,False,False,True
sendgrid-sendgrid-nodejs-773,1,0,0,1,1,False,False,True
alexspeller-ember-cli-active-link-wrapper-12,2,-3,-3,2,1,False,False,True
